day;month;hours;precipitation;temperature;irradiance_surface;irradiance_toa;snowfall;snow_mass;cloud_cover;air_density;Forecast load (MW);Actual load (MW);Positive imbalance price (Eur/MWh);Negative imbalance price (Eur/MWh)
1;1;0;0.0349;7.196;0;0;0;0;0.997;1.2738;12390.75;11284.75;14.5;38.9
1;1;1;0.0373;7.278;0;0;0;0;0.9981;1.273;11810;11193.75;0;36.48
1;1;2;0.0459;7.364;0;0;0;0;0.9973;1.272;11410.5;10933.25;29.3;34.19
1;1;3;0.0528;7.415;0;0;0;0;0.9907;1.2711;11309;10666.75;21.66;27.21
1;1;4;0.0628;7.503;0;0;0;0;0.9665;1.2699;11420.25;10413.25;0;30.57
1;1;5;0.0787;7.598;0;0;0;0;0.9362;1.2689;11881.25;10440.75;0;26.54
1;1;6;0.0939;7.749;0;0;0;0;0.877;1.268;13031.5;10669.5;0;37.41
1;1;7;0.0874;7.821;0.0254;2.1616;0;0;0.7731;1.2676;14994.75;10898.5;0;32.59
1;1;8;0.0702;7.814;13.7558;103.3919;0;0;0.6477;1.2677;16635.25;11161;0;-3.96
1;1;9;0.0476;7.941;59.6323;234.4355;0;0;0.472;1.2678;17154.5;11463.25;65.77;3.94
1;1;10;0.0271;8.231;127.8297;319.7781;0;0;0.2846;1.2675;17062.5;11837.25;198.01;0
1;1;11;0.0204;8.493;173.1579;353.6071;0;0;0.1727;1.2668;16930;12257.75;188.61;0
1;1;12;0.0159;8.548;182.952;333.6484;0;0;0.1143;1.2666;16715.75;12492.5;80.34;0
1;1;13;0.0166;8.274;136.2907;261.2068;0;0;0.17;1.2673;15521.25;12609.5;25.51;35.07
1;1;14;0.018;7.586;59.585;141.2844;0;0;0.202;1.2695;16830.25;12587.25;11.24;40.73
1;1;15;0.017;6.605;3.971;14.6616;0;0;0.2456;1.2728;17128;12709;31.24;43.73
1;1;16;0.0154;6.092;0;0;0;0;0.3233;1.2759;17373.75;13076.25;0;10.27
1;1;17;0.0124;5.817;0;0;0;0;0.4231;1.2786;17958.25;14079.25;23.99;13.22
1;1;18;0.0169;5.607;0;0;0;0;0.4039;1.2809;16991.5;13950.25;11.24;41.06
1;1;19;0.0099;5.401;0;0;0;0;0.3834;1.2827;16288.5;13677.75;50.52;25.98
1;1;20;0.0045;5.178;0;0;0;0;0.2492;1.2841;15655.75;13310.75;78.99;40.66
1;1;21;0.0025;4.924;0;0;0;0;0.1721;1.285;14886;12761.5;0;22.78
1;1;22;0.0039;4.87;0;0;0;0;0.1888;1.2855;14031.25;12222.25;22.94;29.28
1;1;23;0.0087;4.866;0;0;0;0;0.1962;1.286;13121;11521.75;45.33;28.41
2;1;0;0.0095;4.828;0;0;0;0;0.2048;1.2867;12513.5;11056.25;44.45;-20.45
2;1;1;0.0087;4.847;0;0;0;0;0.2194;1.2874;12033.25;10727.25;0;29.53
2;1;2;0.0059;4.831;0;0;0;0;0.2338;1.288;11641.75;10573;0;39.37
2;1;3;0.0035;4.748;0;0;0;0;0.2119;1.2885;11547.25;10511.75;0;38.06
2;1;4;0.0021;4.576;0;0;0;0;0.1871;1.2891;11587.75;10607.5;37.38;36.57
2;1;5;0.0015;4.455;0;0;0;0;0.1665;1.2898;11985.5;11109.25;28.67;41.26
2;1;6;9.00E-04;4.197;0;0;0;0;0.1486;1.291;13315.25;12300;60.97;22.7
2;1;7;7.00E-04;3.894;0.5254;2.4147;0;0;0.1197;1.2924;15301.25;13752.5;24.68;25.66
2;1;8;6.00E-04;4.214;44.3601;105.1628;0;0;0.0986;1.2933;16936.5;15030;47.32;11.53
2;1;9;9.00E-04;5.223;126.5151;236.2862;0;0;0.0848;1.2926;17502.75;15713;103.82;10.46
2;1;10;0.002;6.149;189.1568;321.6858;0;0;0.1548;1.2905;17726;15788;192.82;0
2;1;11;0.006;6.763;214.1784;355.5599;0;0;0.2478;1.2884;17715;15929.25;87.06;0
2;1;12;0.0034;6.864;200.7186;335.5754;0;0;0.1679;1.2877;17572;15857.25;95.13;0
2;1;13;0.0088;6.542;147.5337;263.1279;0;0;0.0717;1.2883;17589;15854;73.93;0
2;1;14;0.0057;5.458;66.8478;143.1159;0;0;0.0943;1.2903;17676.75;15811.5;123.94;0
2;1;15;0.0061;3.507;4.5819;15.3843;0;0;0.1066;1.2931;17778.75;15885.25;82.17;0
2;1;16;0.0085;2.825;0;0;0;0;0.118;1.2955;18002.25;16285.75;73.84;-9.97
2;1;17;0.0107;2.414;0;0;0;0;0.1235;1.2973;18541.5;17158.5;91.85;24.56
2;1;18;0.0066;2.022;0;0;0;0;0.156;1.2985;17427;16290;74.43;0
2;1;19;0.0096;1.768;0;0;0;0;0.2595;1.2994;16670.75;15698.5;102.39;0
2;1;20;0.0127;1.762;0;0;0;0;0.402;1.2999;15998.75;14984.75;37.77;21.73
2;1;21;0.012;1.958;0;0;0;0;0.5262;1.3;15256.25;14206;22.11;20.98
2;1;22;0.0146;2.175;0;0;0;0;0.6014;1.2999;14272;13329;75.67;11.66
2;1;23;0.0181;2.372;0;0;1.00E-04;0;0.6696;1.2997;13390;12557.5;50.7;34.07
3;1;0;0.019;2.501;0;0;1.00E-04;0;0.7534;1.2995;12756.5;11983.25;72.69;-5.75
3;1;1;0.0188;2.518;0;0;2.00E-04;0;0.7102;1.2993;12312;11574.5;24.43;11.21
3;1;2;0.0189;2.485;0;0;4.00E-04;0;0.5985;1.2991;11849.75;11283.75;0;24.34
3;1;3;0.0168;2.52;0;0;3.00E-04;0;0.5485;1.299;11674.75;11175.75;51.08;24.44
3;1;4;0.0154;2.593;0;0;1.00E-04;0;0.5387;1.299;11761.25;11245;11.33;11.99
3;1;5;0.0136;2.598;0;0;1.00E-04;0;0.5158;1.2993;12203.5;11689;52.96;12.47
3;1;6;0.0123;2.53;0;0;1.00E-04;0;0.5026;1.2996;13577.25;12827.5;49.91;22.14
3;1;7;0.0129;2.555;0.4374;2.7139;1.00E-04;0;0.5194;1.3002;15827.75;14330.75;39.01;-33.73
3;1;8;0.0138;3.279;31.926;107.1057;1.00E-04;0;0.5396;1.3006;17708.25;15616.75;62.41;11.47
3;1;9;0.0145;4.457;87.575;238.3297;0;0;0.5326;1.3001;18334.75;16119.75;106.57;0
3;1;10;0.0141;5.214;134.6268;323.7922;0;0;0.5246;1.2981;18311.75;16224;38.04;0
3;1;11;0.014;5.804;161.1317;357.6942;0;0;0.6061;1.2955;18106.75;16145;35.69;0
3;1;12;0.0162;6.029;141.7542;337.6839;0;0;0.761;1.2941;17765.5;15842.75;0;31.93
3;1;13;0.014;5.943;99.2499;265.1893;0;0;0.8335;1.2937;17759.25;15786.5;0;40.49
3;1;14;0.0113;5.328;47.2989;145.1222;0;0;0.8608;1.2943;17970.75;15847;24.95;11.24
3;1;15;0.0088;4.077;3.8126;16.1924;0;0;0.8406;1.2956;18198.25;15957.75;53.07;0
3;1;16;0.006;3.636;0;0;0;0;0.8464;1.2969;18640.75;16306.25;27.3;11.24
3;1;17;0.0053;3.31;0;0;0;0;0.8822;1.2979;19170.5;17139.5;99.06;0
3;1;18;0.0045;3.023;0;0;0;0;0.7168;1.2985;18047;16370.75;102.02;12.85
3;1;19;0.0031;2.62;0;0;0;0;0.5495;1.2987;17278.75;15836.75;39.71;35.75
3;1;20;0.0028;2.203;0;0;0;0;0.7118;1.2985;16566.25;15202;0;35.15
3;1;21;0.0052;2.198;0;0;0;0;0.915;1.2989;15640.75;14343.75;12.31;13.66
3;1;22;0.009;2.426;0;0;1.00E-04;0;0.9552;1.2996;14368.25;13464.75;30.86;26.87
3;1;23;0.0103;2.454;0;0;1.00E-04;0;0.957;1.2999;13432.25;12690.5;23.2;24.08
4;1;0;0.0089;2.425;0;0;3.00E-04;0;0.9714;1.3;12781;12089;64.56;30.87
4;1;1;0.0093;2.428;0;0;0.001;1.00E-04;0.9787;1.3003;12240.25;11658.25;29.52;12.33
4;1;2;0.0114;2.557;0;0;0.0011;1.00E-04;0.9784;1.3006;11913.25;11374.5;45.9;23.3
4;1;3;0.0148;2.692;0;0;0.0011;1.00E-04;0.9601;1.3005;11750.5;11290.75;27.02;33.65
4;1;4;0.0184;2.842;0;0;8.00E-04;1.00E-04;0.9512;1.3002;11782.5;11372.25;46.07;29.71
4;1;5;0.0192;3.033;0;0;6.00E-04;1.00E-04;0.9706;1.2999;12322.5;11827.5;0;-27.07
4;1;6;0.0191;3.217;0;0;5.00E-04;1.00E-04;0.9785;1.2996;13674;12908.5;25.41;41.24
4;1;7;0.0161;3.293;0.2933;3.0596;4.00E-04;0;0.9777;1.2993;15872.25;14353.5;51.45;-7.29
4;1;8;0.0152;3.67;23.7905;109.2059;2.00E-04;0;0.9671;1.2988;17886;15616.75;71.19;6.18
4;1;9;0.0185;4.468;73.5841;240.5166;1.00E-04;0;0.9746;1.2974;18252.5;16309.5;37.61;11.37
4;1;10;0.0228;5.083;109.578;326.0453;0;0;0.9792;1.2951;18847.25;16619.25;74.88;0
4;1;11;0.0267;5.461;114.0731;359.9823;0;0;0.983;1.2927;18554.75;16736;66.63;0
4;1;12;0.0313;5.588;95.3931;340.0053;0;0;0.989;1.291;18162.5;16713.5;87.15;23.57
4;1;13;0.0321;5.526;59.6072;267.438;0;0;0.9914;1.2901;17989;16686.25;131.19;0
4;1;14;0.0365;5.315;24.0314;147.2865;0;0;0.9908;1.2897;17842.75;16516;172.62;10.55
4;1;15;0.043;5.043;1.871;17.0912;0;0;0.9905;1.2898;17730.25;16472.25;75.53;0
4;1;16;0.0491;4.942;0;0;0;0;0.9903;1.2898;17905.75;16731.75;110.59;0
4;1;17;0.0521;4.999;0;0;0;0;0.9902;1.2895;18272;17150.5;56.16;31.82
4;1;18;0.0553;5.101;0;0;0;0;0.9878;1.2888;17216;16332;0;29.62
4;1;19;0.0871;5.186;0;0;1.00E-04;0;0.9846;1.2881;16471.5;15701.25;56.53;10.97
4;1;20;0.1359;5.302;0;0;1.00E-04;0;0.9727;1.2874;15785;14975;33.72;26.22
4;1;21;0.1868;5.389;0;0;0;0;0.9706;1.2864;14962;14115.5;61.07;22.11
4;1;22;0.2162;5.465;0;0;0;0;0.981;1.2853;14080.25;13309.75;35.73;-11.16
4;1;23;0.255;5.614;0;0;0;0;0.9843;1.2841;13295;12701;71.66;31.18
5;1;0;0.246;5.789;0;0;0;0;0.9787;1.283;12581;12123;117.29;32.28
5;1;1;0.1739;5.943;0;0;0;0;0.9419;1.282;12080.75;11629.75;39.34;32.3
5;1;2;0.0957;6.04;0;0;0;0;0.913;1.2812;11607.5;11366.5;44.51;31.16
5;1;3;0.0469;6.111;0;0;0;0;0.9101;1.2803;11329;11129.25;33.97;35.34
5;1;4;0.0324;6.134;0;0;0;0;0.9275;1.2796;11234.5;11075.75;0;38.86
5;1;5;0.0296;6.196;0;0;0;0;0.9225;1.2789;11422.75;11198.25;0;34.4
5;1;6;0.0305;6.268;0;0;0;0;0.9065;1.2785;11867.75;11606.75;0;22.3
5;1;7;0.0297;6.321;0.3542;3.4597;0;0;0.8486;1.2784;12850;12344.75;0;-16.3
5;1;8;0.028;6.555;21.4509;111.4729;0;0;0.8426;1.2779;14051.25;13267;35.96;22.34
5;1;9;0.0309;6.91;54.6782;242.8875;0;0;0.838;1.2771;14851.75;14105.75;23.96;21.93
5;1;10;0.0385;7.193;69.2484;328.4891;0;0;0.801;1.2762;15264.25;14709.75;24.43;39.13
5;1;11;0.0509;7.341;74.5508;362.4593;0;0;0.7877;1.2755;15191;14881;48.49;11.06
5;1;12;0.0611;7.323;64.9904;342.4475;0;0;0.801;1.2753;14821.5;14872;53.14;0
5;1;13;0.0673;7.17;45.2931;269.8537;0;0;0.8046;1.2757;14360.25;14763.5;50.58;0
5;1;14;0.0776;6.895;20.2439;149.6262;0;0;0.807;1.2768;14340.75;14668.5;41.4;0
5;1;15;0.0863;6.563;1.7612;18.088;0;0;0.8164;1.278;14431.75;14574.5;11.23;0
5;1;16;0.0853;6.374;0;0;0;0;0.8058;1.2791;14768;14799.75;39.83;31.18
5;1;17;0.0789;6.246;0;0;0;0;0.7808;1.28;15172.5;15471;52.37;12.85
5;1;18;0.1034;6.128;0;0;0;0;0.7827;1.2808;14250.25;14988;27.45;11.18
5;1;19;0.0977;6.035;0;0;0;0;0.8228;1.2813;13596.25;14533;55.35;21.41
5;1;20;0.0943;5.982;0;0;0;0;0.8274;1.2816;13042.5;13959.25;11.73;20.21
5;1;21;0.0931;5.993;0;0;0;0;0.8031;1.2816;12348.25;13284.5;11.73;40.57
5;1;22;0.087;5.883;0;0;0;0;0.7523;1.2819;11640.25;12624.25;23.45;41.92
5;1;23;0.0771;5.758;0;0;0;0;0.6913;1.2822;11138;12011.5;23.44;18.74
6;1;0;0.072;5.574;0;0;0;0;0.6431;1.2828;10835.5;11609.5;41.64;-1.91
6;1;1;0.0661;5.361;0;0;0;0;0.5904;1.2834;10506.75;11237;55.48;24.11
6;1;2;0.0587;5.106;0;0;0;0;0.5671;1.2842;10172.5;10889;45.36;25.48
6;1;3;0.0465;4.945;0;0;0;0;0.5712;1.2845;10183;10732.25;55.51;0
6;1;4;0.0386;4.81;0;0;0;0;0.5948;1.2845;10336;10690.5;0;0
6;1;5;0.0363;4.709;0;0;0;0;0.6416;1.2845;10640;10798;0;0
6;1;6;0.0353;4.608;0;0;0;0;0.6614;1.2847;10973.5;11103.5;69.34;0
6;1;7;0.0346;4.531;0.5147;3.9179;0;0;0.6534;1.2851;11624.75;11582.5;41.98;23.23
6;1;8;0.0368;4.948;27.1194;113.9;0;0;0.6716;1.2853;12738.5;12196.25;22.49;20.92
6;1;9;0.0311;5.752;70.7623;245.4229;0;0;0.6678;1.2848;13664.25;12866;63.19;0
6;1;10;0.0246;6.379;112.8959;331.0939;0;0;0.6684;1.2836;14326.25;13366;36.89;10.76
6;1;11;0.0223;6.851;133.4963;365.1014;0;0;0.685;1.2817;14753;13667;48.55;22.51
6;1;12;0.02;7.1;131.6253;345.0792;0;0;0.6988;1.2803;15130.25;13896.75;64.56;0
6;1;13;0.0182;7.022;98.937;272.4469;0;0;0.7379;1.28;15385.5;13889.5;64.77;0
6;1;14;0.0194;6.331;45.3431;152.1239;0;0;0.8131;1.2807;15458.75;13898;36.97;0
6;1;15;0.013;5.13;4.0946;19.1857;0;0;0.8505;1.2819;15603;13957.25;44.55;0
6;1;16;0.0108;4.732;0;0;0;0;0.872;1.2831;15854.5;14327;41.62;0
6;1;17;0.012;4.467;0;0;0;0;0.8583;1.2841;16441;15252.75;41.34;7.87
6;1;18;0.0093;4.115;0;0;0;0;0.8226;1.2851;15788.75;14938.75;11.35;0
6;1;19;0.0078;3.824;0;0;0;0;0.8305;1.2858;15195.5;14562;33.89;0
6;1;20;0.0067;3.544;0;0;0;0;0.7557;1.2862;14755.25;14041.75;69.72;21.3
6;1;21;0.0072;3.395;0;0;0;0;0.7089;1.2868;14252.25;13368;28.96;10.45
6;1;22;0.0086;3.396;0;0;0;0;0.735;1.2871;13480.75;12699.25;12.17;26.73
6;1;23;0.011;3.434;0;0;0;0;0.7468;1.2874;12643.75;11906.25;64.51;32.02
7;1;0;0.0145;3.507;0;0;0;0;0.7732;1.2876;12078.75;11491.5;22.13;4.71
7;1;1;0.0165;3.646;0;0;0;0;0.8266;1.2879;11605.25;11219.25;38.44;0
7;1;2;0.0176;3.786;0;0;0;0;0.8723;1.2879;11240;11062.25;56.03;0
7;1;3;0.0188;3.968;0;0;0;0;0.906;1.2872;11170.75;11034.5;57.03;12.92
7;1;4;0.0235;4.143;0;0;0;0;0.9287;1.2861;11182.25;11165;35.98;25.46
7;1;5;0.034;4.422;0;0;0;0;0.9404;1.2849;11709;11719.75;36.16;26.35
7;1;6;0.0417;4.783;0;0;0;0;0.9417;1.2838;12992.5;13137.25;56.74;26.35
7;1;7;0.0394;5.154;0.3301;4.442;0;0;0.9544;1.2828;14827.5;15066.25;84.42;-13.31
7;1;8;0.0454;5.714;11.64;116.4844;0;0;0.9705;1.2815;16565;16392.25;29.75;23.43
7;1;9;0.0668;6.275;29.0705;248.1324;0;0;0.976;1.2798;17366;16713.25;48.02;0
7;1;10;0.0885;6.681;40.516;333.8941;0;0;0.9856;1.2777;17557.5;16818;11.49;10.44
7;1;11;0.098;6.975;48.6867;367.9112;0;0;0.9918;1.2753;17512;16892;132.81;33.75
7;1;12;0.1169;7.208;43.1367;347.8981;0;0;0.9941;1.2725;17242.5;16730.5;143.45;0
7;1;13;0.1105;7.318;31.362;275.1989;0;0;0.9918;1.2704;17051.25;16803.5;54.04;0
7;1;14;0.1136;7.298;16.8727;154.7764;0;0;0.9936;1.2688;16992.25;16765.25;25.16;0
7;1;15;0.1468;7.187;1.4588;20.3907;0;0;0.9973;1.2678;17108;16832.5;0;34.09
7;1;16;0.167;7.175;0;0;0;0;0.9949;1.2666;17405.25;17127.25;11.49;40.02
7;1;17;0.1303;7.256;0;0;0;0;0.9883;1.2649;17783;17639.75;11.49;31.4
7;1;18;0.2151;7.45;0;0;0;0;0.9861;1.2624;16599.5;16715.75;22.48;37.12
7;1;19;0.3052;7.667;0;0;0;0;0.9755;1.2597;15733;16122.5;24.93;10.89
7;1;20;0.354;7.957;0;0;0;0;0.8821;1.2568;15080;15324.5;23.9;-3.81
7;1;21;0.2955;8.184;0;0;0;0;0.7499;1.2544;14161.75;14473;32.93;16.58
7;1;22;0.1784;8.093;0;0;0;0;0.606;1.2539;13193.5;13462.5;0;35.48
7;1;23;0.0842;7.69;0;0;0;0;0.3414;1.2547;12494.25;12619.25;22.32;14.85
8;1;0;0.0619;7.214;0;0;0;0;0.2811;1.256;11795.5;12003.75;0;-29.16
8;1;1;0.0699;6.909;0;0;0;0;0.3981;1.2569;11359;11609;26.11;34.58
8;1;2;0.1047;6.79;0;0;0;0;0.4559;1.257;10921.5;11334.75;0;35.53
8;1;3;0.1188;6.735;0;0;0;0;0.3881;1.2565;10707;11225;0;37.73
8;1;4;0.1267;6.705;0;0;0;0;0.301;1.256;10558;11336;0;18.86
8;1;5;0.15;6.733;0;0;0;0;0.3587;1.2555;10767.75;11867;34.14;0
8;1;6;0.1638;6.806;0;0;0;0;0.6494;1.2551;11426.25;13247.25;16.86;20.18
8;1;7;0.1313;6.896;0.7565;5.0363;0;0;0.6931;1.2547;12529;15294;81.73;20.04
8;1;8;0.1112;7.091;26.871;119.2354;0;0;0.6015;1.2543;13746.5;16500.75;132.85;0
8;1;9;0.1951;7.419;71.907;250.9982;0;0;0.5568;1.2535;14321;16763.5;112.78;21.74
8;1;10;0.2844;7.708;111.7127;336.8171;0;0;0.4858;1.2529;14312.75;16840.5;15.47;5.96
8;1;11;0.2033;7.948;147.0639;370.9071;0;0;0.407;1.2522;14303.75;16687.75;24.07;36.02
8;1;12;0.1559;8.009;148.4367;350.8635;0;0;0.3665;1.2521;14324.25;16401.5;49.04;21.27
8;1;13;0.1488;7.712;105.7525;278.1142;0;0;0.3757;1.2535;14257.5;16446.5;42.88;0
8;1;14;0.1176;7.255;46.3772;157.602;0;0;0.4013;1.2556;14430.5;16444.5;50.51;0
8;1;15;0.0959;6.809;4.239;21.7083;0;0;0.363;1.2575;14602.25;16558.75;73.56;0
8;1;16;0.0828;6.524;0;0;0;0;0.3182;1.2591;14722.75;16860.25;15.69;24.98
8;1;17;0.0716;6.284;0;0;0;0;0.2611;1.2606;15325.5;17590.25;54.73;10.02
8;1;18;0.0904;6.07;0;0;0;0;0.236;1.2617;14674.75;16839.25;31.32;27.08
8;1;19;0.0867;5.894;0;0;0;0;0.2556;1.2626;14122.5;16290.5;9.28;27.15
8;1;20;0.0726;5.75;0;0;0;0;0.2972;1.2633;13619.75;15534.75;9.53;29.58
8;1;21;0.0813;5.643;0;0;0;0;0.3365;1.2641;13018;14631;61.75;30.61
8;1;22;0.0782;5.517;0;0;0;0;0.3805;1.2648;12376.5;13663.25;11.02;25.62
8;1;23;0.1016;5.401;0;0;0;0;0.419;1.2655;11584.5;12828.25;22.48;28.18
9;1;0;0.1183;5.265;0;0;1.00E-04;0;0.4573;1.2665;11064.75;12166.75;37.59;15.82
9;1;1;0.1256;5.102;0;0;0;0;0.4751;1.2675;10601;11750;47.88;0
9;1;2;0.1397;4.928;0;0;0;0;0.4835;1.2684;10251;11512.75;54.23;0
9;1;3;0.1477;4.739;0;0;0;0;0.4796;1.2692;10160.5;11422;58.21;10.29
9;1;4;0.137;4.54;0;0;0;0;0.4612;1.27;10236;11562.25;23.95;21.14
9;1;5;0.0855;4.308;0;0;0;0;0.4555;1.2712;10820.75;12030;54.59;11.32
9;1;6;0.037;4.104;0;0;0;0;0.4408;1.2726;12101;13429.5;56.72;10.08
9;1;7;0.0171;3.986;0.97;5.7095;0;0;0.3901;1.2736;13780.75;15514.75;98.2;22.64
9;1;8;0.0074;4.201;42.4397;122.1388;0;0;0.3232;1.2745;15418.75;16796.25;81.74;9.98
9;1;9;0.0055;4.951;122.3845;254.0248;0;0;0.2328;1.2735;16305.75;16944.5;40.35;19.6
9;1;10;0.0077;5.77;197.7039;339.9359;0;0;0.1197;1.2716;16617;16617.5;10.8;33.94
9;1;11;0.0043;6.341;232.7518;374.0457;0;0;0.094;1.2698;16686.25;16287.25;45.58;27.77
9;1;12;0.0014;6.449;220.1997;354.0008;0;0;0.0996;1.2694;16641.75;15901.5;25.6;35.92
9;1;13;5.00E-04;6.14;163.2392;281.1966;0;0;0.174;1.2704;16724.75;15964.5;45.37;20.27
9;1;14;2.00E-04;5.38;77.6866;160.5858;0;0;0.3501;1.2728;16844.25;16075.75;46.4;0
9;1;15;1.00E-04;4.245;7.0703;23.1466;0;0;0.406;1.2759;16932.25;16386.75;49.2;10.72
9;1;16;0;3.568;0;0;0;0;0.5408;1.279;17168.5;16843;38.35;20.69
9;1;17;1.00E-04;3.196;0;0;0;0;0.733;1.2816;17862;17819.5;93.77;10.64
9;1;18;0;2.876;0;0;0;0;0.7512;1.2837;16802.75;17033.25;59.34;0
9;1;19;0;2.545;0;0;0;0;0.6017;1.2856;16002.75;16425.75;106.86;17.56
9;1;20;0;1.98;0;0;0;0;0.6808;1.2876;15473.25;15661;56.58;11.28
9;1;21;0;1.834;0;0;0;0;0.9035;1.2893;14839.5;14765.5;40.3;29.37
9;1;22;0;1.685;0;0;0;0;0.9746;1.2902;13969.25;13775.5;49.39;6.94
9;1;23;0;1.429;0;0;0;0;0.9644;1.2904;13183.25;12914.75;35.13;11.1
10;1;0;0;1.416;0;0;0;0;0.9908;1.2906;12577.5;12302;0;8.8
10;1;1;0;1.34;0;0;0;0;0.9854;1.2907;12114.75;11854;55.35;0
10;1;2;0;1.254;0;0;0;0;0.9787;1.2908;11675.5;11562.5;53.74;0
10;1;3;0;1.27;0;0;0;0;0.9706;1.2911;11513;11474.75;36.4;0
10;1;4;1.00E-04;1.357;0;0;0;0;0.9613;1.2914;11565.25;11571;35.81;0
10;1;5;2.00E-04;1.335;0;0;0;0;0.9625;1.2916;12060.75;12079.75;67.54;0
10;1;6;0.0014;1.229;0;0;0;0;0.961;1.2919;13313.75;13422.25;124.61;0
10;1;7;0.0073;1.189;0.7391;6.4654;1.00E-04;0;0.9753;1.2924;15297.25;15496;122.38;-5.92
10;1;8;0.0247;1.733;22.8829;125.2008;0;0;0.9681;1.2928;17131;16809.25;24.56;0
10;1;9;0.0514;2.716;55.1378;257.2218;0;0;0.9646;1.2926;17874.25;17183.25;33.75;0
10;1;10;0.0695;3.498;83.3164;343.2181;0;0;0.9526;1.2917;18027.75;17221.5;34.5;0
10;1;11;0.0721;3.979;101.36;377.3832;0;0;0.9079;1.2898;18016.25;17095.75;106.03;0
10;1;12;0.0661;4.273;104.7459;357.3201;0;0;0.7681;1.2879;17758.5;16885.5;24.29;0
10;1;13;0.063;4.35;89.2084;284.4434;0;0;0.6629;1.2867;17660;16886;37.86;0
10;1;14;0.0863;3.762;46.9892;163.7248;0;0;0.7126;1.286;17839;16852.25;33.38;0
10;1;15;0.1347;2.631;4.6793;24.7085;0;0;0.8186;1.2861;17968.25;16848.75;163.87;0
10;1;16;0.1872;2.57;0;0;0;0;0.9172;1.2866;18316.5;17080.25;154.84;8.86
10;1;17;0.2217;2.813;0;0;0;0;0.974;1.2869;18881;17724.25;46.56;10.4
10;1;18;0.2707;3.007;0;0;0;0;0.9882;1.2869;17690;17000.75;16.29;35.74
10;1;19;0.268;3.172;0;0;3.00E-04;1.00E-04;0.9774;1.2866;16836.5;16466.5;43.47;31.55
10;1;20;0.276;3.346;0;0;5.00E-04;1.00E-04;0.9594;1.286;16120.75;15712.5;24.35;16.46
10;1;21;0.3046;3.532;0;0;0.0014;2.00E-04;0.9477;1.2853;15253.75;14793;23.99;36.96
10;1;22;0.2971;3.726;0;0;0.0089;0.0033;0.934;1.2843;14125.25;13776.5;11.02;25.22
10;1;23;0.2495;3.917;0;0;0.014;0.0104;0.9111;1.2826;13241.75;12948.75;0;35.14
11;1;0;0.1958;4.174;0;0;0.0184;0.0214;0.9089;1.2804;12602.75;12255.75;133.36;7.35
11;1;1;0.1521;4.502;0;0;0.0159;0.0323;0.9045;1.2777;12091.75;11813;66.59;0
11;1;2;0.1349;4.904;0;0;0.0097;0.0409;0.9063;1.275;11734;11586.75;71.11;0
11;1;3;0.1296;5.369;0;0;0.006;0.0463;0.9222;1.2724;11529.5;11528;106.43;0
11;1;4;0.1112;5.754;0;0;0.004;0.0498;0.9112;1.2705;11550.5;11577;10.86;0
11;1;5;0.0745;5.916;0;0;0.0016;0.0517;0.9007;1.2695;12005.25;12107.5;52.09;0
11;1;6;0.0497;5.866;0;0;5.00E-04;0.0518;0.9399;1.2696;13187;13365.5;46.86;22.41
11;1;7;0.0546;5.807;0.6305;7.3126;2.00E-04;0.0511;0.9631;1.2701;15031.5;15354.75;41.39;30.69
11;1;8;0.0645;6.126;15.5958;128.4195;0;0.0499;0.9691;1.2701;16939;16699;37.36;0
11;1;9;0.0704;6.544;35.1996;260.5595;0;0.0482;0.9654;1.2692;17431;17021.25;50.73;21.76
11;1;10;0.0878;6.921;55.2147;346.6724;0;0.0462;0.9528;1.2678;18175.5;16944;0;30.66
11;1;11;0.0997;7.266;73.8296;380.8409;0;0.044;0.9095;1.2662;18047.5;17033.5;91.16;9.32
11;1;12;0.0911;7.531;85.9624;360.7846;0;0.0419;0.868;1.2646;17843;16791.25;23.04;29.3
11;1;13;0.0777;7.549;66.9406;287.8551;0;0.0397;0.8708;1.264;17644.5;16778.75;0;30.82
11;1;14;0.0743;7.307;28.8897;167.0116;0;0.0378;0.8823;1.2644;17492.5;16650.25;0;18.61
11;1;15;0.0679;7.01;2.8779;26.4064;0;0.036;0.8898;1.2652;17273.25;16667.75;0;33.92
11;1;16;0.0623;6.911;0;0;0;0.0342;0.8753;1.2659;17319.25;16748.75;0;23.52
11;1;17;0.0544;6.891;0;0;0;0.0325;0.8592;1.2663;17631.5;17372;24.98;17.44
11;1;18;0.0569;6.864;0;0;0;0.0308;0.8462;1.2669;16532.75;16625.75;0;35.38
11;1;19;0.0552;6.803;0;0;0;0.0292;0.8206;1.2675;15813.5;15938;52.37;33.56
11;1;20;0.0526;6.653;0;0;0;0.0277;0.773;1.2683;15147.25;15138;40.46;25.34
11;1;21;0.0531;6.456;0;0;0;0.0263;0.7252;1.2692;14335.75;14140.75;78;20.28
11;1;22;0.0499;6.216;0;0;0;0.025;0.6774;1.2699;13533.25;13293;60.02;20.89
11;1;23;0.0434;5.952;0;0;0;0.0239;0.7004;1.2705;12772.25;12650.75;54.91;19.08
12;1;0;0.037;5.712;0;0;0;0.023;0.7756;1.2709;12025.75;12126.25;52.79;19.62
12;1;1;0.0297;5.508;0;0;0;0.0222;0.847;1.2715;11521;11691.5;36.22;3.45
12;1;2;0.026;5.392;0;0;0;0.0214;0.8503;1.2719;11040.25;11381.5;45.67;10.2
