day;month;hours;precipitation;temperature;irradiance_surface;irradiance_toa;snowfall;snow_mass;cloud_cover;air_density;Forecast load (MW);Actual load (MW);Positive imbalance price (Eur/MWh);Negative imbalance price (Eur/MWh)
2;3;18;0.0237;8.767;0;0;0;0;0.9763;1.2403;14074;14616.75;28.97;0
2;3;19;0.0138;8.378;0;0;0;0;0.9748;1.2421;13740;14396.5;0;11.32
2;3;20;0.0053;7.857;0;0;0;0;0.9834;1.2442;13273.5;13767;0;14.81
2;3;21;0.0016;7.512;0;0;0;0;0.9902;1.2452;12711.25;13073.75;0;16.76
2;3;22;0.0111;7.534;0;0;0;0;0.9916;1.2446;12239;12515;18.36;17.35
2;3;23;0.0651;7.767;0;0;0;0;0.9905;1.2428;11624;11881.75;0;32.81
3;3;0;0.1711;8.061;0;0;0;0;0.9851;1.2408;11394;11350.5;0;32.72
3;3;1;0.2366;8.202;0;0;0;0;0.9802;1.2394;11103.75;11035.25;0;23.36
3;3;2;0.249;8.291;0;0;0;0;0.988;1.2382;10961.75;10829.5;22.48;10.75
3;3;3;0.2175;8.399;0;0;0;0;0.9923;1.2373;11033.75;10715.5;0;1.28
3;3;4;0.1918;8.462;0;0;0;0;0.9942;1.2367;11170;10739.5;0;22.79
3;3;5;0.1991;8.548;0;0;0;0;0.9938;1.2361;11177.5;10801.75;9.53;6.51
3;3;6;0.2443;8.565;4.2123;60.7458;0;0;0.9943;1.2359;11379.75;11058.25;9.79;2.79
3;3;7;0.4924;8.744;25.5736;258.779;0;0;0.9956;1.2353;11700.5;11498.75;0;2.48
3;3;8;0.7666;9.031;42.8932;437.032;0;0;0.9957;1.2341;12116.5;12178.75;0;13.31
3;3;9;0.961;9.325;56.6433;576.3138;0;0;0.9957;1.2325;12333;12963.75;38.84;16.16
3;3;10;0.959;9.631;62.7442;667.1071;0;0;0.9963;1.2307;12148.75;13428.25;52.74;0
3;3;11;0.7385;10.031;75.8075;703.2106;0;0;0.9938;1.2283;11822;13668.75;48.94;0
3;3;12;0.4578;10.612;112.1588;682.269;0;0;0.9866;1.2248;11722.5;13810.25;49.76;0
3;3;13;0.3701;11.205;129.6683;605.6599;0;0;0.9852;1.2211;11637;13798.75;41.21;0
3;3;14;0.3567;11.606;120.4098;478.6713;0;0;0.982;1.2179;11731;13654;10.25;26.22
3;3;15;0.2582;11.636;76.2087;309.9354;0;0;0.9803;1.2159;12090.25;13572;18.38;8.74
3;3;16;0.1566;11.267;17.5923;111.1115;0;0;0.9872;1.2156;12871.5;13731.25;18.81;-24.17
3;3;17;0.0814;10.865;0.0474;0.4189;0;0;0.9886;1.2161;13795.75;14286;29.33;20.37
3;3;18;0.1515;10.584;0;0;0;0;0.9883;1.2164;14280;14497.75;9.26;28.17
3;3;19;0.418;10.384;0;0;0;0;0.9901;1.2164;14006.5;14450.75;0;24.57
3;3;20;0.3988;10.315;0;0;0;0;0.9612;1.2158;13470.25;13974.5;20.45;29.38
3;3;21;0.1655;10.496;0;0;0;0;0.8462;1.2139;12852.25;13338.75;0;22.86
3;3;22;0.053;10.657;0;0;0;0;0.5799;1.212;12269.25;12683.5;9.46;9.74
3;3;23;0.0268;10.506;0;0;0;0;0.6155;1.2109;11522.5;11939.5;20.87;-21.2
4;3;0;0.0723;10.369;0;0;0;0;0.7105;1.2101;11209.25;11345.5;18.21;-16.55
4;3;1;0.1289;10.27;0;0;0;0;0.6704;1.2093;11081.25;11141.5;9.11;23.47
4;3;2;0.2131;10.074;0;0;0;0;0.5508;1.209;11068.75;11033.25;38.34;16.52
4;3;3;0.2047;9.756;0;0;0;0;0.4999;1.2095;11215.25;10954.25;0;20.08
4;3;4;0.2094;9.398;0;0;0;0;0.5329;1.2102;11372.25;11076;0;14.57
4;3;5;0.3512;9.03;0;0;0;0;0.5999;1.2111;11859.25;11535.5;0;15.91
4;3;6;0.5516;8.685;11.4684;66.423;0;0;0.6826;1.2125;13560.25;12974.75;55.28;1.61
4;3;7;0.5867;8.439;56.6335;266.2178;0;0;0.7051;1.2144;16078.75;14618.25;23;25.36
4;3;8;0.4762;8.083;118.7269;444.5677;0;0;0.7108;1.2172;17616.25;15604;49.09;9.43
4;3;9;0.3247;7.732;182.5689;583.8316;0;0;0.7263;1.2206;17450.25;15979;76.97;0
4;3;10;0.1916;7.707;276.5537;674.6513;0;0;0.7643;1.2231;16190.25;15921;214.03;15.09
4;3;11;0.1267;7.98;357.5722;710.7791;0;0;0.8561;1.2242;15180.75;15782;18.89;27.54
4;3;12;0.0736;8.162;348.8716;689.859;0;0;0.8036;1.2247;14446.5;15279;0;28.02
4;3;13;0.0288;8.368;336.4555;613.1772;0;0;0.6009;1.2248;14173.75;14961.75;0;23.98
4;3;14;0.011;8.487;294.5886;486.1929;0;0;0.4696;1.2251;14378.25;14659.5;0;-30.19
4;3;15;0.0032;8.219;180.7944;317.4016;0;0;0.4415;1.2262;15036.25;14678.5;0;32.84
4;3;16;0.0012;7.516;51.0376;118.4394;0;0;0.5159;1.2284;16095.75;14995.5;9.94;20.76
4;3;17;0.0033;6.851;0.1347;0.7936;0;0;0.5976;1.2314;17053.25;15816.25;9.94;4.51
4;3;18;0.0129;6.601;0;0;0;0;0.7331;1.2336;17284.5;16094.75;29.23;0.33
4;3;19;0.0314;6.466;0;0;0;0;0.7307;1.2351;17051.25;16193.5;18.33;13.34
4;3;20;0.0451;6.422;0;0;0;0;0.6045;1.2362;16351.75;15421.5;11.34;30.12
4;3;21;0.0491;6.347;0;0;0;0;0.4827;1.237;15383.5;14530.5;25.48;32.11
4;3;22;0.054;6.161;0;0;0;0;0.4201;1.2383;14292.5;13532.25;0;25.84
4;3;23;0.06;5.888;0;0;0;0;0.4278;1.2399;13403.75;12668.25;0;18.06
5;3;0;0.0563;5.616;0;0;0;0;0.4506;1.2418;12650.75;11954.5;31.01;10.79
5;3;1;0.0708;5.393;0;0;0;0;0.4715;1.2434;12245.25;11646.25;20.39;15.24
5;3;2;0.0863;5.179;0;0;0;0;0.5105;1.2449;11962.25;11462.25;0;17.97
5;3;3;0.0882;5.017;0;0;0;0;0.5544;1.2463;11851.75;11406.25;42.06;8.95
5;3;4;0.1037;4.97;0;0;0;0;0.5859;1.247;11892.5;11477.25;18.49;32.28
5;3;5;0.1128;4.918;0;0;0;0;0.6113;1.2476;12290.25;11886.25;28.94;23.89
5;3;6;0.0834;4.978;16.3075;72.3696;0;0;0.6802;1.2483;13761;13218.25;18.41;19.5
5;3;7;0.0516;5.485;82.7301;273.7017;0;0;0.6942;1.2483;15997;14842.75;55.52;14.54
5;3;8;0.0436;6.22;180.5829;452.0505;1.00E-04;0;0.5638;1.2472;17106.25;15566.75;68.34;0
5;3;9;0.0334;7.094;316.3461;591.3963;0;0;0.4102;1.2455;17012.25;15631.25;29.51;26.94
5;3;10;0.0347;7.997;421.2638;682.2503;0;0;0.3402;1.2433;16041.25;15267;23.13;28.69
5;3;11;0.0284;8.693;462.7725;718.3709;0;0;0.3289;1.2413;15123.25;14936.25;55.67;24.64
5;3;12;0.0182;9.071;440.7088;697.4168;0;0;0.2953;1.2399;14442.75;14436.25;0;11.8
5;3;13;0.0083;9.282;391.5748;620.7856;0;0;0.2927;1.2387;14293.75;14204;0;-4.23
5;3;14;0.0024;9.325;310.5606;493.692;0;0;0.2943;1.2379;14463.75;14050.25;0;3.65
5;3;15;5.00E-04;8.989;189.1173;324.88;0;0;0.4897;1.2378;14952.75;14112.5;0;-22.32
5;3;16;2.00E-04;7.716;49.9667;125.8312;0;0;0.5679;1.2395;15988.25;14534;0;3.07
5;3;17;1.00E-04;6.013;0.2399;1.3576;0;0;0.6451;1.2423;16708;15465;21.34;15.14
5;3;18;2.00E-04;5.735;0;0;0;0;0.8593;1.245;16955;15808.25;33.72;30.53
5;3;19;0.0012;5.749;0;0;0;0;0.9303;1.2476;16751.25;15997.75;19.41;30.15
5;3;20;0.0061;5.626;0;0;0;0;0.9723;1.2495;16047.25;15334.25;33.34;32.47
5;3;21;0.0205;5.494;0;0;0;0;0.9794;1.251;15164.25;14383.75;25.21;30.12
5;3;22;0.0573;5.468;0;0;0;0;0.9812;1.2521;13983.25;13389.25;40.59;9.59
5;3;23;0.1185;5.547;0;0;0;0;0.9853;1.2522;13001.5;12576.75;30.31;15.54
6;3;0;0.1777;5.699;0;0;0;0;0.9892;1.2511;12308.75;11810.5;18.68;-20.08
6;3;1;0.2335;5.832;0;0;0;0;0.9937;1.2499;11869;11454.5;21.92;8.99
6;3;2;0.3971;5.955;0;0;0;0;0.9935;1.2488;11612.25;11245;19.5;0
6;3;3;0.3168;6.139;0;0;0;0;0.9926;1.2472;11525.25;11185;36.97;0
6;3;4;0.2027;6.19;0;0;0;0;0.9908;1.2459;11645;11308.5;27.67;0
6;3;5;0.0995;6.185;0;0;0;0;0.9902;1.2445;12164.25;11714.5;9.27;8.94
6;3;6;0.046;6.303;9.442;78.5775;0;0;0.9898;1.2426;13660.75;13057.75;41.94;0
6;3;7;0.0812;6.794;46.617;281.1612;0;0;0.9893;1.2398;15974;14801.5;21.01;32.25
6;3;8;0.147;7.418;78.7969;459.5671;0;0;0.9903;1.2366;17121.75;15815.5;9.31;31.13
6;3;9;0.2113;8.118;111.8145;598.9207;0;0;0.9906;1.2329;17217.75;16233;19.85;8.69
6;3;10;0.2892;8.807;140.0434;689.7899;0;0;0.9915;1.2292;16343;16229;45.84;0
6;3;11;0.3841;9.309;128.6704;725.9549;0;0;0.9932;1.2257;15606;16043.25;28.21;0
6;3;12;0.4401;9.581;103.6129;704.9923;0;0;0.9939;1.2229;15004;16041;91.26;0
6;3;13;0.414;9.824;91.2752;628.3272;0;0;0.9932;1.2203;14722;16180;295.72;0
6;3;14;0.4424;9.98;66.3558;501.2174;0;0;0.9952;1.2179;14731.75;16268;180.97;0
6;3;15;0.5527;9.884;32.4533;332.355;0;0;0.9956;1.2167;15089.5;16212;86.71;0
6;3;16;0.6335;9.687;7.6885;133.2644;0;0;0.9947;1.2164;15956;16361;61.14;17.34
6;3;17;0.5291;9.594;0.0949;2.1524;0;0;0.9933;1.2161;16769.75;16706.25;21.99;31.37
6;3;18;0.5494;9.613;0;0;0;0;0.9934;1.2157;16833.25;16486.75;9.21;35.38
6;3;19;0.3402;9.633;0;0;0;0;0.9938;1.215;16618.75;16259.25;39;8.88
6;3;20;0.2341;9.667;0;0;0;0;0.9922;1.2143;15805;15469;9.77;8.88
6;3;21;0.1975;9.667;0;0;0;0;0.9826;1.2135;14883;14529.75;20.88;18.06
6;3;22;0.2005;9.534;0;0;0;0;0.9834;1.2131;13844.25;13518;37.29;17.14
6;3;23;0.2454;9.379;0;0;0;0;0.9843;1.2128;12947;12643.5;43.11;9.46
7;3;0;0.2273;9.399;0;0;0;0;0.983;1.2119;12261.25;11851.75;0;10.26
7;3;1;0.1244;9.413;0;0;0;0;0.8895;1.2109;11775.75;11508.75;0;30.38
7;3;2;0.1338;9.139;0;0;0;0;0.7039;1.2106;11477.75;11302.5;0;26.1
7;3;3;0.4492;8.721;0;0;0;0;0.6164;1.211;11416.75;11218.25;43.36;8.47
7;3;4;0.949;8.49;0;0;0;0;0.6792;1.2115;11561;11276.25;51.6;0
7;3;5;1.1785;8.431;0;1.00E-04;0;0;0.7683;1.2124;12110.75;11735;43.06;8.36
7;3;6;1.283;8.269;12.9382;85.051;0;0;0.8568;1.2148;13702.25;13208.5;32.23;9.69
7;3;7;1.0615;7.985;48.7462;288.6249;0;0;0.9456;1.219;16010.25;15076.25;12.88;26.35
7;3;8;0.564;7.68;85.8574;467.0715;0;0;0.9444;1.2231;17168.5;16179.25;30.19;34.35
7;3;9;0.1715;7.954;181.1467;606.4836;0;0;0.8386;1.2246;17260.5;16164;9.98;15.78
7;3;10;0.0459;8.88;335.4578;697.3307;0;0;0.6305;1.2233;16686.25;15710.75;10.98;28.64
7;3;11;0.0659;9.805;437.0584;733.4823;0;0;0.4464;1.2209;15125.25;15282;11.06;25.44
7;3;12;0.1107;10.178;396.7162;712.5283;0;0;0.4014;1.2188;15389.5;14919.75;19.96;31.19
7;3;13;0.1261;10.089;310.0425;635.8378;0;0;0.4533;1.218;15337.75;14933;0;32.35
7;3;14;0.1065;9.709;213.4566;508.7293;0;0;0.4596;1.2186;15462.5;14928.5;9.17;32.18
7;3;15;0.0734;9.22;138.0284;339.8464;0;0;0.3708;1.2199;15794.75;15277.5;30.77;22.15
7;3;16;0.0509;8.62;52.3383;140.7259;0;0;0.3202;1.2217;16580.5;15701.25;40.55;21.05
7;3;17;0.0886;7.981;0.6515;3.1984;0;0;0.3776;1.2242;17080.75;16295.75;29;13.35
7;3;18;0.2173;7.675;0;0;0;0;0.5043;1.2262;16999.75;16377.75;25.8;21.53
7;3;19;0.4238;7.456;0;0;0;0;0.6708;1.2277;16741;16549.25;66.11;0
7;3;20;0.6325;7.282;0;0;0;0;0.8106;1.229;16081.5;15883.25;53.1;0
7;3;21;0.8541;7.174;0;0;0;0;0.8915;1.2302;15146.75;14918.75;22.05;32.59
7;3;22;0.8461;7.067;0;0;0;0;0.9047;1.2316;14067.75;13896;65;23.95
7;3;23;0.5829;6.92;0;0;0;0;0.8979;1.2334;13167.75;12990;18.23;24.79
8;3;0;0.3218;6.8;0;0;0;0;0.9132;1.2352;12546.75;12212;48.56;17.55
8;3;1;0.2025;6.711;0;0;0;0;0.8991;1.2369;12226;11800.25;84.76;7.17
8;3;2;0.1606;6.571;0;0;0;0;0.8246;1.239;12025.75;11611;54;25.8
8;3;3;0.1178;6.311;0;0;0;0;0.6283;1.242;11868;11547.25;46.37;8.68
8;3;4;0.0768;5.953;0;0;0;0;0.424;1.2454;11895;11639.5;42.58;0
8;3;5;0.0411;5.591;3.00E-04;0.0035;0;0;0.3142;1.2487;12294.75;11995;27.52;32.91
8;3;6;0.0202;5.475;31.398;91.7833;0;0;0.2407;1.2516;13826.25;13284.5;53.82;7.17
8;3;7;0.0119;6.271;149.1239;296.1158;0;0;0.1876;1.2526;15987.25;14859;150.61;0
8;3;8;0.015;7.376;283.416;474.561;0;0;0.1526;1.2516;17392.75;15705.75;173.73;0
8;3;9;0.0137;8.207;401.5074;613.9703;0;0;0.1164;1.2513;17830.25;15666.5;37.54;15
8;3;10;0.0121;8.779;477.2157;704.8201;0;0;0.1302;1.251;17541.75;15255.25;0;19.8
8;3;11;0.0094;9.144;500.2551;741.014;0;0;0.2876;1.2504;16948.25;14787.75;0;26.56
8;3;12;0.0073;9.308;465.4351;720.0279;0;0;0.4358;1.2494;16134.75;14456.5;78.63;23.27
8;3;13;0.0058;9.375;420.813;643.3406;0;0;0.2351;1.2486;15972.5;14189;8.84;21.17
8;3;14;0.0047;9.229;316.2403;516.229;0;0;0.49;1.248;16128.25;14304.5;36.33;25.54
8;3;15;0.0029;8.639;128.6405;347.3261;0;0;0.9384;1.2477;16034.5;14792.5;91.96;-3.46
8;3;16;0.0023;7.65;21.8108;148.1887;0;0;0.9884;1.2482;16389.75;15436.25;122.27;17.32
8;3;17;0.0038;7.12;0.3539;4.4919;0;0;0.9739;1.2492;16916.25;16016.5;9.04;17.59
8;3;18;0.0108;7.085;0;0;0;0;0.9474;1.2496;16929.75;16012;31.29;17.58
8;3;19;0.036;6.972;0;0;0;0;0.9072;1.2501;16527.5;15935.5;66.06;21.71
8;3;20;0.0705;6.835;0;0;0;0;0.8274;1.2505;15775.75;15169.75;21.65;26.04
8;3;21;0.1505;6.58;0;0;0;0;0.7426;1.2506;14636.25;14178;31.95;3.66
8;3;22;0.5094;6.399;0;0;0;0;0.7509;1.2502;13477.25;13298.5;0;24.88
8;3;23;1.1091;6.257;0;0;0;0;0.8212;1.2495;12794.5;12576.25;41.59;7.95
9;3;0;1.2493;6.265;0;0;0;0;0.9013;1.2481;12094;11931.25;34.46;7.04
9;3;1;0.7328;6.739;0;0;0;0;0.9386;1.2445;11639;11588;21.72;15.41
9;3;2;0.2691;7.515;0;0;0;0;0.7743;1.2403;11415;11346.5;41.09;15.08
9;3;3;0.0999;7.929;0;0;0;0;0.4393;1.2384;11341;11211.25;28.59;11.7
9;3;4;0.0281;7.561;0;0;0;0;0.3579;1.2403;11329.75;11192;9.27;3.55
9;3;5;0.006;6.993;0.0045;0.0282;0;0;0.4607;1.2435;11429.5;11244.25;18.74;6.13
9;3;6;0.0019;6.828;39.6063;98.754;0;0;0.3226;1.2461;11816.5;11728;9.36;27.53
9;3;7;0.0012;7.604;170.729;303.5876;0;0;0.3184;1.2458;12433;12392.75;0;28.63
9;3;8;0.0015;8.676;280.4594;482.0729;0;0;0.5132;1.243;13077.5;13209.5;33.06;16.59
9;3;9;0.0248;9.327;309.3817;621.4657;0;0;0.5769;1.2408;13384.25;13857.5;151.51;0
9;3;10;0.0875;9.708;364.1642;712.3345;0;0;0.6251;1.2397;12707.25;13938.75;91.59;16.65
9;3;11;0.2353;9.976;359.7246;748.5197;0;0;0.6704;1.2384;11918.5;13586.5;61.8;1.02
9;3;12;0.4858;9.929;289.5478;727.5559;0;0;0.717;1.2372;11540.25;13442.75;98.53;16.84
9;3;13;0.5869;9.909;223.3999;650.8143;0;0;0.7272;1.2352;11158.25;13686.5;262.87;0
9;3;14;0.5403;9.956;165.1083;523.7586;0;0;0.7019;1.2334;11166;13797.25;233.62;0
9;3;15;0.4631;9.561;91.2159;354.7951;0;0;0.6923;1.2348;11841.75;13586.75;140.68;6.68
9;3;16;0.1879;8.995;34.9514;155.655;0;0;0.5532;1.2377;12994.75;13469.75;11.56;24.59
9;3;17;0.0555;8.274;1.1143;6.0519;0;0;0.5918;1.2414;14030;14196.25;60.47;8.1
9;3;18;0.0286;7.717;0;0;0;0;0.7234;1.245;14670;14516.5;85.74;-67.64
9;3;19;0.0216;7.397;0;0;0;0;0.7185;1.2478;14402.75;14649.5;146.27;0
9;3;20;0.0218;7.169;0;0;0;0;0.6987;1.25;13948.75;14059;51.9;0
9;3;21;0.0168;7;0;0;0;0;0.9076;1.2512;13378.5;13345;47.65;23
9;3;22;0.0045;6.854;0;0;0;0;0.9873;1.2517;12871.5;12724.25;0;25.59
9;3;23;0.0021;6.521;0;0;0;0;0.9908;1.2522;12251;12000.75;73.33;20.03
10;3;0;0.0112;6.115;0;0;0;0;0.9913;1.2527;11923.75;11281;116.59;13.35
10;3;1;0.0661;5.831;0;0;0;0;0.9921;1.2531;11539;10897.25;89.35;0
10;3;2;0.2122;5.568;0;0;0;0;0.9871;1.2534;11363.25;10619.25;39.01;34.67
10;3;3;0.3861;5.132;0;0;0;0;0.9579;1.2528;11435.25;10516.25;48.76;7.95
10;3;4;0.6624;4.791;0;0;0;0;0.9209;1.253;11432.75;10570.5;36.83;8.72
10;3;5;0.8588;4.632;0.0052;0.1139;0;0;0.9105;1.2536;11405.5;10681.75;34.03;0
10;3;6;1.0188;4.648;11.6753;105.9262;0;0;0.92;1.2535;11661;10946.5;54.25;8.38
10;3;7;1.2456;4.898;42.6005;311.0664;0;0;0.9129;1.2517;11913.5;11384.75;20.53;15.58
10;3;8;1.4221;5.202;81.5673;489.5295;0.0138;0.0017;0.8956;1.2489;12183.5;12111.75;69.02;0
10;3;9;1.446;5.787;114.3446;628.9707;0;0.0133;0.8824;1.2444;12160.25;12857;47.86;0
10;3;10;1.3172;6.489;135.9727;719.8708;0;0.0124;0.8628;1.2399;11468.25;13317.5;19.66;0
10;3;11;1.0288;6.865;165.8854;755.9754;0.0085;0.0126;0.7837;1.2386;10689;13625.5;18.61;0
10;3;12;0.7152;6.666;197.4304;735.0033;0;0.0106;0.7168;1.242;10302.25;13827.25;120.05;0
10;3;13;0.4475;6.255;199.5198;658.2982;0;0.0096;0.7229;1.247;10102.25;13739.5;69.03;16.14
10;3;14;0.4472;5.85;133.6159;531.2057;0;0.0088;0.7543;1.2505;10274;13633.25;0;7.16
10;3;15;0.6151;5.392;76.2015;362.267;0;0.0083;0.7768;1.2534;10995.5;13685.25;0;0
10;3;16;0.7371;4.884;27.6394;163.1253;0;0.0078;0.7349;1.2565;12136;13900.75;0;19.43
10;3;17;0.7086;4.478;1.0814;7.8628;0;0.0071;0.6534;1.2595;13376.5;14526;45.88;0
10;3;18;0.59;4.254;0;0;0.0394;0.0235;0.5912;1.2616;14228.25;14612;75.13;0
10;3;19;0.4396;4.282;0;0;0.0411;0.0681;0.5776;1.2621;14205;14822.5;106.4;0
10;3;20;0.2932;4.401;0;0;0.0223;0.099;0.5756;1.2619;13818.75;14348.75;9.03;20.58
10;3;21;0.1832;4.475;0;0;7.00E-04;0.103;0.5723;1.2616;13333.5;13654.5;28.11;7.7
10;3;22;0.1033;4.488;0;0;0;0.0994;0.5664;1.2614;12695;12951.75;103.59;8.09
10;3;23;0.0764;4.337;0;0;0;0.096;0.5744;1.2619;11989;12077.5;53.3;6.68
11;3;0;0.1103;4.09;0;0;0;0.0935;0.6168;1.2632;11698.5;11519.25;132.9;9.41
11;3;1;0.1978;3.875;0;0;0;0.0918;0.6879;1.2644;11503.5;11246;39.86;8.73
11;3;2;0.2621;3.801;0;0;0;0.0904;0.724;1.2651;11475;11193.75;0;32.23
11;3;3;0.2352;3.671;0;0;0;0.0887;0.7005;1.266;11593.25;11205;34.95;8.61
11;3;4;0.2646;3.438;0;0;1.00E-04;0.0868;0.7273;1.2677;11724.5;11383;8.87;0
11;3;5;0.3839;3.185;0.0212;0.3146;3.00E-04;0.0846;0.7822;1.2697;12229.5;11899.75;35.91;0
11;3;6;0.3823;3.218;14.9893;113.238;5.00E-04;0.0824;0.81;1.2706;13855;13319;41.15;0
11;3;7;0.2482;3.771;65.4844;318.5248;0.0031;0.0806;0.7227;1.2693;16243.75;15066.75;83.47;13.3
11;3;8;0.1636;4.771;158.022;496.9829;0.0012;0.0787;0.6809;1.2662;17665;16113.25;19.76;48.55
11;3;9;0.2152;5.678;227.191;636.4275;3.00E-04;0.0721;0.659;1.2634;17370;16415.5;8.96;23.46
11;3;10;0.3376;6.282;307.6147;727.241;4.00E-04;0.0631;0.5953;1.2622;15894.25;16106;89.52;29.36
11;3;11;0.2987;6.668;347.1113;763.4184;0;0.0548;0.601;1.2618;14727.5;15672.75;9.79;24.21
11;3;12;0.2466;6.778;293.6521;742.4706;0;0.0475;0.6208;1.2616;13935;15403;0;22.52
11;3;13;0.2277;6.863;255.4971;665.7788;0;0.0403;0.5662;1.2617;13761;15455.5;9.52;15.87
11;3;14;0.2062;6.951;216.9485;538.6179;0;0.0346;0.478;1.2619;14070.5;15542;50.87;8.48
11;3;15;0.1248;6.852;153.2272;369.742;0;0.0304;0.373;1.2628;14866.75;15671.25;39.77;16.53
11;3;16;0.047;6.338;64.3987;170.595;0;0.0279;0.291;1.2651;16086.25;15951.5;30.66;17.55
11;3;17;0.0142;5.507;2.2034;9.9313;0;0.0268;0.2828;1.2686;17089.75;16425;42.22;17.16
11;3;18;0.0086;5.031;0;0;0;0.0261;0.3899;1.2715;17368.5;16257.5;64.36;10.45
11;3;19;0.0056;4.664;0;0;0;0.0255;0.4954;1.2732;17235.25;16444.5;76.83;8.61
11;3;20;0.0047;4.038;0;0;0;0.025;0.2992;1.2743;16547.75;15668.25;11.44;25.82
11;3;21;0.0046;3.326;0;0;0;0.0245;0.4994;1.2753;15556;14719;18.11;8.61
11;3;22;0.003;2.93;0;0;0;0.0241;0.895;1.2769;14380.5;13676.5;0;46.88
11;3;23;0.0014;3.156;0;0;0;0.0238;0.9859;1.2782;13463.75;12765.75;39.31;25.25
12;3;0;3.00E-04;3.333;0;0;0;0.0236;0.9888;1.2793;12865;11944.5;22.84;15.23
12;3;1;2.00E-04;3.321;0;0;0;0.0235;0.9811;1.2807;12417.25;11553;8.95;20.34
12;3;2;9.00E-04;3.227;0;0;0;0.0233;0.9852;1.2814;12125.5;11389.5;35.62;33.21
12;3;3;0.0046;3.196;0;0;0;0.023;0.9927;1.2809;12017.75;11348.75;17.9;26.74
12;3;4;0.014;3.274;0;0;0;0.0227;0.9946;1.2793;12039.25;11453;9.35;31.83
12;3;5;0.0357;3.304;0.0513;0.6829;0;0.0224;0.9952;1.2777;12387.25;11903.75;17.92;8.12
12;3;6;0.0738;3.527;18.6313;120.6514;0;0.022;0.9954;1.2754;13793.75;13331.25;0;25.23
12;3;7;0.0995;4.277;63.0056;325.9897;0;0.0211;0.9946;1.2709;16070.75;15113.5;0;-1.51
12;3;8;0.0831;5.229;105.5544;504.4507;0;0.0197;0.9927;1.265;17235.25;16166;9.08;29.45
12;3;9;0.0429;6.178;136.9768;643.8468;0;0.0178;0.9888;1.2587;16949.75;16429.25;9.08;28.21
12;3;10;0.0197;7.06;178.1285;734.7045;0;0.0156;0.9838;1.253;15638.5;16226.75;9.06;20.39
12;3;11;0.0224;7.866;212.2598;770.8618;0;0.0133;0.9825;1.2479;14697.25;16131.25;0;23.88
12;3;12;0.0319;8.462;216.7636;749.8945;0;0.0104;0.9859;1.2433;14086.75;15963.75;22.27;16.96
12;3;13;0.0389;8.845;190.8012;673.2009;0;0.009;0.9902;1.2388;13994.5;16044.5;49.39;8.08
12;3;14;0.0582;8.924;121.4843;546.0755;0;0.0078;0.9937;1.2347;14205.5;16245.75;60.14;0
12;3;15;0.1378;8.719;58.4168;377.1975;0;0.0069;0.9961;1.2318;14620;16429.75;66.91;16.4
12;3;16;0.4106;8.28;18.7831;178.0627;0;0.0062;0.996;1.2308;15828;16640.75;59.61;8.31
12;3;17;0.7805;7.587;0.5811;12.2617;0;0.0055;0.9872;1.2326;16659.75;17005.5;46.06;0
12;3;18;1.0886;6.858;0;0;0;0.0049;0.9367;1.2357;16883.25;16708.75;28.44;15.03
12;3;19;0.6048;6.338;0;0;0;0.0043;0.8005;1.2381;16846;16708.25;83.08;17.61
12;3;20;0.1788;5.971;0;0;0;0.0038;0.6434;1.2407;16185.5;16018;45.97;18.89
12;3;21;0.0258;5.438;0;0;0;0.0033;0.4894;1.2446;15301;15057.75;0;27.95
12;3;22;0.0025;4.91;0;0;0;0.0031;0.2887;1.2478;14086.5;13987.25;104.09;21.02
12;3;23;5.00E-04;4.655;0;0;0;0.0029;0.1192;1.249;13133.5;12986;31.81;15.66
13;3;0;6.00E-04;4.596;0;0;0;0.0028;0.1327;1.2491;9946.25;12178.75;30.06;17.41
13;3;1;0.0087;4.701;0;0;0;0.0027;0.2908;1.2483;9634.5;11793;18.15;31.69
13;3;2;0.0309;4.901;0;0;0;0.0026;0.4587;1.2471;9427.25;11575.75;17.72;28.2
13;3;3;0.0282;5.117;0;0;0;0.0025;0.5625;1.2458;9350.5;11531.5;0;31.11
13;3;4;0.0091;5.273;0;0;0;0.0023;0.6656;1.2446;9424;11645;26.98;7.39
13;3;5;0.0394;5.393;0.1874;1.2613;0;0.0022;0.7441;1.2438;9779.5;12116.25;31.57;0
13;3;6;0.1066;5.701;30.2999;128.1016;0;0.002;0.7471;1.2428;10835.5;13429.75;28.14;0
13;3;7;0.146;6.375;95.8784;333.4282;0;0.0015;0.7002;1.2405;12448;15196;33.3;8.6
13;3;8;0.1473;7.118;163.1858;511.8779;0;0.001;0.6716;1.2378;13307;16357.5;66.03;0
13;3;9;0.216;7.754;220.4537;651.2424;0;8.00E-04;0.714;1.2355;13324.5;16755.75;137.53;0
13;3;10;0.384;8.173;236.2279;742.1107;0;7.00E-04;0.7674;1.2337;12661.25;16808.25;56.59;0
13;3;11;0.6638;8.343;219.7451;778.2347;0;5.00E-04;0.8031;1.2327;12137.25;16922.5;72.11;0
13;3;12;0.9163;8.324;198.4409;757.293;0;4.00E-04;0.7781;1.2326;11830;16899.75;69.77;0
13;3;13;0.8918;8.312;186.7377;680.6127;0;4.00E-04;0.7372;1.2329;11841.5;16762;49.45;6.52
13;3;14;0.6902;8.254;150.6066;553.4982;0;4.00E-04;0.7159;1.2333;12016.25;16488.75;0;26.45
